日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-02-17,'300151,昌红科技,8.0,8.04,7.81,7.83,7.83,0.17,2.1711,0.6441,3235744,25846341.39,4020000000.0,4019156240.0
2020-02-14,'300151,昌红科技,7.83,8.0,7.81,7.89,7.89,-0.06,-0.7605,0.4946,2485050,19606608.95,3934575000.0,3933749169.9
2020-02-13,'300151,昌红科技,7.89,8.17,7.88,8.16,8.17,-0.28,-3.4272,0.7517,3776500,30156628.0,3964725000.0,3963892841.7
2020-02-12,'300151,昌红科技,8.17,8.2,8.03,8.11,8.15,0.02,0.2454,0.5285,2655302,21596481.18,4105425000.0,4104563310.1
2020-02-11,'300151,昌红科技,8.15,8.41,8.07,8.37,8.4,-0.25,-2.9762,0.8225,4132339,33934471.57,4095375000.0,4094515419.5
2020-02-10,'300151,昌红科技,8.4,8.55,8.32,8.45,8.57,-0.17,-1.9837,1.0138,5093437,42894280.16,4221000000.0,4220114052.0
2020-02-07,'300151,昌红科技,8.57,8.88,8.5,8.87,8.21,0.36,4.3849,2.1701,10902626,94746893.9,4306425000.0,4305521122.1
2020-02-06,'300151,昌红科技,8.21,8.5,8.07,8.07,8.33,-0.12,-1.4406,1.5751,7913043,65859249.24,4125525000.0,4124659091.3
2020-02-05,'300151,昌红科技,8.33,8.5,7.76,7.8,7.87,0.46,5.845,1.5498,7785918,62120116.44,4185825000.0,4184946434.9
2020-02-04,'300151,昌红科技,7.87,7.95,6.95,6.95,7.68,0.19,2.474,1.2126,6092131,47043854.77,3954675000.0,3953844951.1
2020-02-03,'300151,昌红科技,7.68,8.0,7.33,7.33,8.14,-0.46,-5.6511,1.9267,9679557,74141974.9,3859200000.0,3858389990.4
2020-01-23,'300151,昌红科技,8.14,8.53,8.08,8.31,8.4,-0.26,-3.0952,0.6127,3078135,25504813.05,4090350000.0,4089491474.2
2020-01-22,'300151,昌红科技,8.4,8.46,8.13,8.38,8.46,-0.06,-0.7092,0.4942,2482905,20671484.45,4221000000.0,4220114052.0
