日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-30,'688026,洁特生物,64.5,65.8,62.51,63.26,62.21,2.29,3.6811,17.1954,3899278,250549391.0,6450000000.0,1462618254.0
2020-03-27,'688026,洁特生物,62.21,64.88,61.6,62.3,62.03,0.18,0.2902,14.2058,3221351,203467247.0,6221000000.0,1410689636.92
2020-03-26,'688026,洁特生物,62.03,65.6,61.21,65.05,64.43,-2.4,-3.725,16.2449,3683743,232595080.0,6203000000.0,1406607911.56
2020-03-25,'688026,洁特生物,64.43,64.62,59.07,61.18,58.71,5.72,9.7428,18.5934,4216292,258960882.0,6443000000.0,1461030916.36
2020-03-24,'688026,洁特生物,58.71,61.8,54.47,59.2,60.17,-1.46,-2.4265,18.402,4172887,242456579.0,5871000000.0,1331322754.92
2020-03-23,'688026,洁特生物,60.17,69.86,59.3,69.19,67.8,-7.63,-11.2537,18.521,4199866,271514256.0,6017000000.0,1364430082.84
2020-03-20,'688026,洁特生物,67.8,70.07,66.71,66.71,67.35,0.45,0.6682,14.8663,3371110,230514416.0,6780000000.0,1537449885.6
2020-03-19,'688026,洁特生物,67.35,72.0,65.79,71.78,72.39,-5.04,-6.9623,21.8354,4951440,338701999.0,6735000000.0,1527245572.2
2020-03-18,'688026,洁特生物,72.39,76.23,71.5,74.16,74.14,-1.75,-2.3604,20.0243,4540767,334992397.0,7239000000.0,1641533882.28
2020-03-17,'688026,洁特生物,74.14,77.11,69.1,75.19,77.25,-3.11,-4.0259,26.5116,6011832,433647094.0,7414000000.0,1681217323.28
2020-03-16,'688026,洁特生物,77.25,83.53,76.78,78.9,76.78,0.47,0.6121,26.8897,6097578,490452650.0,7725000000.0,1751740467.0
2020-03-13,'688026,洁特生物,76.78,81.5,75.11,78.5,84.48,-7.7,-9.1146,28.3131,6420345,496677305.0,7678000000.0,1741082628.56
2020-03-12,'688026,洁特生物,84.48,91.98,84.08,91.07,86.8,-2.32,-2.6728,24.8805,5641963,497265810.0,8448000000.0,1915689768.96
2020-03-11,'688026,洁特生物,86.8,90.81,83.3,85.08,87.88,-1.08,-1.2289,26.7713,6070737,526817317.0,8680000000.0,1968298673.6
2020-03-10,'688026,洁特生物,87.88,92.6,78.99,90.0,97.29,-9.41,-9.6721,34.9115,7916611,689181214.0,8788000000.0,1992789025.76
2020-03-09,'688026,洁特生物,97.29,105.88,91.5,98.0,95.09,2.2,2.3136,46.2039,10477311,1046578150.0,9729000000.0,2206172557.08
2020-03-06,'688026,洁特生物,95.09,97.0,83.88,83.94,83.75,11.34,13.5403,44.9218,10186577,936844382.0,9509000000.0,2156284802.68
2020-03-05,'688026,洁特生物,83.75,91.85,82.5,88.04,90.05,-6.3,-6.9961,31.6904,7186204,619459775.0,8375000000.0,1899136105.0
2020-03-04,'688026,洁特生物,90.05,93.75,86.0,87.28,87.5,2.55,2.9143,37.5507,8515083,775195838.0,9005000000.0,2041996492.6
2020-03-03,'688026,洁特生物,87.5,92.62,80.5,82.0,86.49,1.01,1.1678,37.7028,8549578,736144907.0,8750000000.0,1984172050.0
2020-03-02,'688026,洁特生物,86.49,93.5,79.0,86.99,83.15,3.34,4.0168,42.0698,9539857,825861800.0,8649000000.0,1961269035.48
2020-02-28,'688026,洁特生物,83.15,83.16,69.99,69.99,69.3,13.85,19.9856,37.187,8432620,651574204.0,8315000000.0,1885530353.8
2020-02-27,'688026,洁特生物,69.3,75.7,69.0,75.0,74.93,-5.63,-7.5137,17.5631,3982662,281876817.0,6930000000.0,1571464263.6
2020-02-26,'688026,洁特生物,74.93,82.95,74.67,82.0,81.96,-7.03,-8.5774,22.6816,5143330,398859955.0,7493000000.0,1699131562.36
2020-02-25,'688026,洁特生物,81.96,84.0,78.59,80.29,77.16,4.8,6.2208,30.9388,7015768,575297878.0,8196000000.0,1858545613.92
2020-02-24,'688026,洁特生物,77.16,77.54,73.0,73.0,70.65,6.51,9.2144,24.1375,5473490,415286922.0,7716000000.0,1749699604.32
2020-02-21,'688026,洁特生物,70.65,73.38,69.3,69.3,70.3,0.35,0.4979,12.7798,2897978,207253060.0,7065000000.0,1602077203.8
2020-02-20,'688026,洁特生物,70.3,74.3,70.1,73.0,73.84,-3.54,-4.7941,14.7973,3355462,239443489.0,7030000000.0,1594140515.6
2020-02-19,'688026,洁特生物,73.84,78.26,73.84,77.2,78.64,-4.8,-6.1038,16.4135,3721976,280915440.0,7384000000.0,1674414447.68
2020-02-18,'688026,洁特生物,78.64,79.46,73.5,74.71,74.36,4.28,5.7558,25.4523,5771630,444325915.0,7864000000.0,1783260457.28
2020-02-17,'688026,洁特生物,74.36,75.58,72.0,72.88,74.0,0.36,0.4865,15.6195,3541928,262566987.0,7436000000.0,1686206098.72
2020-02-14,'688026,洁特生物,74.0,81.45,74.0,79.18,79.2,-5.2,-6.5657,21.0167,4765810,368373276.0,7400000000.0,1678042648.0
2020-02-13,'688026,洁特生物,79.2,82.8,77.3,82.8,82.93,-3.73,-4.4978,23.71,5376538,429378661.0,7920000000.0,1795959158.4
2020-02-12,'688026,洁特生物,82.93,83.5,77.87,80.05,82.0,0.93,1.1341,25.7087,5829776,475933891.0,8293000000.0,1880541578.36
2020-02-11,'688026,洁特生物,82.0,83.58,76.0,81.9,84.22,-2.22,-2.636,29.6525,6724085,533422681.0,8200000000.0,1859452664.0
2020-02-10,'688026,洁特生物,84.22,96.57,81.0,96.57,94.22,-10.0,-10.6135,35.6697,8088556,701422698.0,8422000000.0,1909793943.44
2020-02-07,'688026,洁特生物,94.22,103.95,90.14,98.08,100.17,-5.95,-5.9399,40.9995,9297141,901398847.0,9422000000.0,2136556463.44
2020-02-06,'688026,洁特生物,100.17,114.88,99.01,111.55,109.35,-9.18,-8.3951,43.146,9783906,1048314156.0,10017000000.0,2271480162.84
2020-02-05,'688026,洁特生物,109.35,118.88,104.0,105.0,118.88,-9.53,-8.0165,46.782,10608410,1184286924.0,10935000000.0,2479648156.2
2020-02-04,'688026,洁特生物,118.88,157.0,85.0,99.0,122.04,-3.16,-2.5893,63.5032,14400153,1684872172.0,11888000000.0,2695752837.76
2020-02-03,'688026,洁特生物,122.04,122.04,63.0,76.08,58.52,63.52,108.5441,66.6093,15104493,1307916746.0,12204000000.0,2767409794.08
2020-01-23,'688026,洁特生物,58.52,63.5,52.0,55.5,53.36,5.16,9.6702,58.6586,13301573,745077508.0,5852000000.0,1327014267.04
2020-01-22,'688026,N洁特,53.36,64.95,53.01,55.1,16.49,36.87,223.5901,70.3987,15963785,892031971.0,5336000000.0,1210004806.72
